aerogenerador,material,quantidade_aerogenerador_material,unidade_medida,preco_aerogenerador_material,moeda,desc_grupo,idade_turbina,mtbf_aerogenerador_material,mtbf_aerogenerador,mtbf_material,quantidade_media_material,preco_medio_material,preco_aerogenerador
WF-BR-0PI-1219-Y1-A-006,50858,3.0,UN,0.59,BRL-BRL,Others Hydraulic,10.03,0 days 00:00:00,8 days 23:55:12,411 days 12:00:00,0.05555555555555555,0.011111111111111112,112287.98
WF-BR-0PI-1219-Y1-A-006,50837,1.0,UN,18.49,BRL-BRL,Boilerwork pieces,10.03,0 days 00:00:00,8 days 23:55:12,46 days 04:48:00,0.05092592592592592,1.3962777777777777,112287.98
WF-BR-0PI-1219-Y1-A-006,50835,1.0,UN,95.31,BRL-BRL,Transmissions / ball-joint seals,10.03,0 days 00:00:00,8 days 23:55:12,85 days 08:00:00,0.043055555555555555,4.737847222222222,112287.98
WF-BR-0PI-1219-Y1-A-006,GP040689,7.0,UN,4205.15,BRL-BRL,,10.03,464 days 19:12:00,8 days 23:55:12,30 days 07:15:20.930232558,0.07598039215686275,34.6277614379085,112287.98
WF-BR-0PI-1219-Y1-A-006,GP004848,1.0,UN,28.86,BRL-BRL,Switches,10.03,0 days 00:00:00,8 days 23:55:12,148 days 21:49:05.454545454,0.027777777777777776,0.835949074074074,112287.98
WF-BR-0PI-1219-Y1-A-006,GP011974,16.0,UN,869.92,BRL-BRL,Electricity generators,10.03,0 days 00:00:00,8 days 23:55:12,14 days 20:30:00,0.9380341880341879,51.4861217948718,112287.98
WF-BR-0PI-1219-Y1-A-006,GP011773,1.0,UN,157.94,BRL-BRL,Braking Systems,10.03,0 days 00:00:00,8 days 23:55:12,178 days 15:25:42.857142858,0.0462962962962963,11.591296296296296,112287.98
WF-BR-0PI-1219-Y1-A-006,GP007339,3.0,UN,11.5,BRL-BRL,Oils and hydraulic s,10.03,1604 days 00:00:00,8 days 23:55:12,95 days 18:32:43.636363636,0.0920138888888889,0.36137152777777776,112287.98
WF-BR-0PI-1219-Y1-A-006,GP084260,3.0,UN,27.11,BRL-BRL,,10.03,1190 days 00:00:00,8 days 23:55:12,35 days 02:40:00,0.046603535353535355,0.5687289562289561,112287.98
WF-BR-0PI-1219-Y1-A-006,GP202343,5.0,L,140.46,BRL-BRL,Paints / Anti-corros,10.03,0 days 00:00:00,8 days 23:55:12,48 days 04:10:26.086956521,0.3768353174603175,13.643670634920634,112287.98
WF-BR-0PI-1219-Y1-A-006,GP183506,4.0,UN,1447.64,BRL-BRL,Other composites,10.03,0 days 00:00:00,8 days 23:55:12,50 days 12:16:44.651162790,0.14484126984126985,44.83510912698412,112287.98
WF-BR-0PI-1219-Y1-A-006,P393237,11.0,UN,6592.72,BRL-BRL,Electrical others,10.03,246 days 09:36:00,8 days 23:55:12,22 days 01:32:28.623853211,0.15538194444444445,102.51578993055556,112287.98
WF-BR-0PI-1219-Y1-A-006,GP266259,105.0,UN,8188.76,BRL-BRL,Electrical connectors / terminals / electrics compartments /,10.03,254 days 00:00:00,8 days 23:55:12,20 days 12:43:49.565217391,1.3148148148148149,91.22319023569024,112287.98
WF-BR-0PI-1219-Y1-A-006,GP005798,3.0,UN,508.78,BRL-BRL,Other mechanical components,10.03,343 days 00:00:00,8 days 23:55:12,107 days 04:14:07.058823530,0.0425925925925926,7.6149814814814825,112287.98
WF-BR-0PI-1219-Y1-A-006,GP069780,1.0,UN,33.44,BRL-BRL,,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,0.9288888888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,50664,1.0,UN,18.84,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,0.5233333333333333,112287.98
WF-BR-0PI-1219-Y1-A-006,C393086,1.0,UN,99.97,BRL-BRL,Rest of cables G8/9,10.03,0 days 00:00:00,8 days 23:55:12,61 days 11:15:00,0.04050925925925926,4.359652777777778,112287.98
WF-BR-0PI-1219-Y1-A-006,GP134147,6.0,UN,1493.38,BRL-BRL,Ventilator / Fan/ Air heaters,10.03,359 days 16:00:00,8 days 23:55:12,52 days 01:39:18.620689655,0.07407407407407407,19.76016975308642,112287.98
WF-BR-0PI-1219-Y1-A-006,AMB0155,3.0,UN,536.54,BRL-BRL,Ventilator / Fan/ Air heaters,10.03,463 days 00:00:00,8 days 23:55:12,61 days 08:28:14.117647059,0.06481481481481483,17.3065873015873,112287.98
WF-BR-0PI-1219-Y1-A-006,GP019521,1.0,UN,414.16,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,300 days 08:00:00,0.041666666666666664,18.557407407407407,112287.98
WF-BR-0PI-1219-Y1-A-006,GP103644,10.0,UN,853.36,BRL-BRL,,10.03,1 days 00:00:00,8 days 23:55:12,144 days 12:00:00,0.1423611111111111,12.15138888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,GP089087,10.0,UN,81.83,BRL-BRL,,10.03,0 days 00:00:00,8 days 23:55:12,209 days 15:00:00,0.2152777777777778,1.7099305555555555,112287.98
WF-BR-0PI-1219-Y1-A-006,P393170,1.0,UN,470.67,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,845 days 00:00:00,0.027777777777777776,12.560416666666667,112287.98
WF-BR-0PI-1219-Y1-A-006,GP101805,2.0,UN,2418.21,BRL-BRL,Electric motors,10.03,397 days 00:00:00,8 days 23:55:12,47 days 19:38:10.909090909,0.04563492063492063,54.22498015873016,112287.98
WF-BR-0PI-1219-Y1-A-006,50940,1.0,UN,130.59,BRL-BRL,Braking Systems,10.03,0 days 00:00:00,8 days 23:55:12,106 days 19:25:42.857142858,0.0753968253968254,10.0575,112287.98
WF-BR-0PI-1219-Y1-A-006,50879,1.0,UN,52.45,BRL-BRL,Fuses / reducers / absorbers / condensers,10.03,0 days 00:00:00,8 days 23:55:12,249 days 16:00:00,0.04861111111111111,2.631111111111111,112287.98
WF-BR-0PI-1219-Y1-A-006,GP006039,3.0,UN,8148.679999999999,BRL-BRL,Other mechanical components,10.03,116 days 00:00:00,8 days 23:55:12,107 days 21:20:00,0.041666666666666664,101.37149305555555,112287.98
WF-BR-0PI-1219-Y1-A-006,109537,2.0,UN,721.76,BRL-BRL,Measuring instruments (sensors) temperature / pressure / vib,10.03,0 days 00:00:00,8 days 23:55:12,173 days 13:42:51.428571428,0.041666666666666664,15.232222222222223,112287.98
WF-BR-0PI-1219-Y1-A-006,GP131157,495.0,UN,5004.329999999999,BRL-BRL,Factory Auxiliaries,10.03,43 days 21:49:05.454545454,8 days 23:55:12,3 days 02:32:43.636363636,7.026111111111111,68.496373015873,112287.98
WF-BR-0PI-1219-Y1-A-006,P650114,2.0,UN,0.9,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.05555555555555555,0.025,112287.98
WF-BR-0PI-1219-Y1-A-006,153282,1.0,UN,1.24,BRL-BRL,Other processed steel,10.03,0 days 00:00:00,8 days 23:55:12,49 days 13:33:54.782608695,0.07275132275132275,0.0901984126984127,112287.98
WF-BR-0PI-1219-Y1-A-006,GP023271,1.0,UN,51.71,BRL-BRL,Functional Assembly,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,1.43656432748538,112287.98
WF-BR-0PI-1219-Y1-A-006,GP096543,1.0,UN,1.01,BRL-BRL,Bolts,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,0.028055555555555556,112287.98
WF-BR-0PI-1219-Y1-A-006,GP390630,2.0,UN,3474.03,BRL-BRL,Hydraulic cylinders / actuators / accumulators,10.03,948 days 00:00:00,8 days 23:55:12,56 days 10:00:00,0.041666666666666664,79.62848765432099,112287.98
WF-BR-0PI-1219-Y1-A-006,GP117982,1.0,UN,208.34,BRL-BRL,Hydraulic group - others,10.03,0 days 00:00:00,8 days 23:55:12,133 days 00:00:00,0.031746031746031744,6.613928571428572,112287.98
WF-BR-0PI-1219-Y1-A-006,GP118309,3.0,UN,799.6,BRL-BRL,Refrigeration system components,10.03,0 days 00:00:00,8 days 23:55:12,99 days 09:00:00,0.037037037037037035,14.644277777777777,112287.98
WF-BR-0PI-1219-Y1-A-006,GP117984,1.0,UN,249.9,BRL-BRL,Hydraulic group - others,10.03,0 days 00:00:00,8 days 23:55:12,63 days 03:41:32.307692308,0.03787878787878787,8.175883838383838,112287.98
WF-BR-0PI-1219-Y1-A-006,GP186075,5.0,UN,35.17,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,72 days 06:40:00,0.06597222222222222,0.4602951388888889,112287.98
WF-BR-0PI-1219-Y1-A-006,GP183509,2.0,UN,21.16,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,37 days 15:00:00,0.07671957671957672,0.7962698412698413,112287.98
WF-BR-0PI-1219-Y1-A-006,GP186076,2.0,UN,18.47,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,55 days 07:38:10.909090909,0.06018518518518518,0.5799691358024691,112287.98
WF-BR-0PI-1219-Y1-A-006,GP186074,3.0,UN,22.96,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,108 days 10:00:00,0.06018518518518518,0.45689814814814816,112287.98
WF-BR-0PI-1219-Y1-A-006,GP249310,1.0,UN,151.9,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,425 days 08:00:00,0.034722222222222224,5.268402777777778,112287.98
WF-BR-0PI-1219-Y1-A-006,P370104,2.0,UN,315.83,BRL-BRL,Other mechanical components,10.03,1064 days 00:00:00,8 days 23:55:12,123 days 02:49:24.705882352,0.0876068376068376,17.316324786324785,112287.98
WF-BR-0PI-1219-Y1-A-006,GP018876,3.0,UN,269.25,BRL-BRL,Refrigeration system components,10.03,105 days 00:00:00,8 days 23:55:12,63 days 01:48:00,0.07725694444444445,6.167942708333333,112287.98
WF-BR-0PI-1219-Y1-A-006,GP012867,1.0,UN,325.01,BRL-BRL,Others Hydraulic,10.03,0 days 00:00:00,8 days 23:55:12,106 days 13:20:00,0.025,8.55113888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,P370288,2.0,UN,669.68,BRL-BRL,Braking Systems,10.03,27 days 00:00:00,8 days 23:55:12,110 days 00:00:00,0.037037037037037035,13.062222222222221,112287.98
WF-BR-0PI-1219-Y1-A-006,109180,1.0,UN,619.34,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,469 days 12:00:00,0.041666666666666664,22.762083333333333,112287.98
WF-BR-0PI-1219-Y1-A-006,GP031286,1.0,UN,150.12,BRL-BRL,Others Hydraulic,10.03,0 days 00:00:00,8 days 23:55:12,224 days 00:00:00,0.06597222222222222,9.27482638888889,112287.98
WF-BR-0PI-1219-Y1-A-006,P393068,10.0,UN,114.07,BRL-BRL,Lighting equipment,10.03,0 days 00:00:00,8 days 23:55:12,29 days 00:00:00,0.1746031746031746,1.9349999999999998,112287.98
WF-BR-0PI-1219-Y1-A-006,704629,5.0,UN,77.52,BRL-BRL,Other mechanical components,10.03,171 days 12:00:00,8 days 23:55:12,41 days 18:17:08.571428571,0.06893004115226337,1.052849794238683,112287.98
WF-BR-0PI-1219-Y1-A-006,GP310528,0.0,UN,1127.71,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,16 days 22:30:00,0.00980392156862745,27.515261437908496,112287.98
WF-BR-0PI-1219-Y1-A-006,GP014118,2.0,UN,223.25,BRL-BRL,Tubes / Rigid tubes,10.03,0 days 00:00:00,8 days 23:55:12,220 days 12:00:00,0.0925925925925926,10.335833333333333,112287.98
WF-BR-0PI-1219-Y1-A-006,149391-002,10.0,L,148.38,BRL-BRL,,10.03,61 days 00:00:00,8 days 23:55:12,31 days 03:36:00,0.30443548387096775,4.1802508960573475,112287.98
WF-BR-0PI-1219-Y1-A-006,GP000784,1.0,UN,100.86,BRL-BRL,Functional Assembly,10.03,0 days 00:00:00,8 days 23:55:12,96 days 20:18:27.692307692,0.06818181818181818,7.943888888888888,112287.98
WF-BR-0PI-1219-Y1-A-006,GP138790,1.0,UN,265.96,BRL-BRL,Other mechanical components,10.03,0 days 00:00:00,8 days 23:55:12,3 days 14:24:00,0.0462962962962963,12.313009259259257,112287.98
WF-BR-0PI-1219-Y1-A-006,GP166169,1.0,UN,87.08,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,38 days 02:07:03.529411764,0.04710144927536232,4.007246376811595,112287.98
WF-BR-0PI-1219-Y1-A-006,GP166170,1.0,UN,33.03,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,69 days 09:13:50.769230769,0.029914529914529912,0.991474358974359,112287.98
WF-BR-0PI-1219-Y1-A-006,GP004247,3.0,UN,1.71,BRL-BRL,Bolts,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.05634920634920634,0.044753968253968254,112287.98
WF-BR-0PI-1219-Y1-A-006,A9B10308366,6.0,UN,0.26,BRL-BRL,Raw Material,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.11269841269841269,0.006888888888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,GP516065,1.0,UN,108.56,BRL-BRL,Sheets / panels / tabs,10.03,0 days 00:00:00,8 days 23:55:12,1 days 20:21:49.090909090,0.02859477124183006,3.0156372549019608,112287.98
WF-BR-0PI-1219-Y1-A-006,A9B10308374,2.0,UN,0.27,BRL-BRL,Raw Material,10.03,0 days 00:00:00,8 days 23:55:12,1 days 19:03:31.764705882,0.057142857142857134,0.007619047619047619,112287.98
WF-BR-0PI-1219-Y1-A-006,GP533128,1.0,UN,141.15,BRL-BRL,Measuring instruments (sensors) temperature / pressure / vib,10.03,0 days 00:00:00,8 days 23:55:12,27 days 15:23:04.615384615,0.0361952861952862,4.741498316498316,112287.98
WF-BR-0PI-1219-Y1-A-006,GP531921,1.0,UN,156.9,BRL-BRL,Cables and electrical conductors,10.03,0 days 00:00:00,8 days 23:55:12,1 days 18:30:51.428571428,0.028571428571428567,4.48284126984127,112287.98
WF-BR-0PI-1219-Y1-A-006,P390350,100.0,UN,8.01,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,43 days 02:24:00,4.517460317460317,0.757968253968254,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522769,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.05555555555555555,0.1097936507936508,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522766,2.0,UN,4.02,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 19:03:31.764705882,0.05555555555555555,0.11013492063492063,112287.98
WF-BR-0PI-1219-Y1-A-006,115543,70.0,UN,392.11,BRL-BRL,Other processed steel,10.03,0 days 00:00:00,8 days 23:55:12,26 days 23:18:51.428571428,1.4772727272727273,10.829882154882155,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522770,4.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.057142857142857134,0.105015873015873,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522771,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 19:03:31.764705882,0.05555555555555555,0.11138888888888888,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522768,4.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 22:32:43.636363636,0.05718954248366012,0.10482843137254902,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522767,5.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,2 days 13:20:00,0.06845238095238096,0.11138888888888888,112287.98
WF-BR-0PI-1219-Y1-A-006,149774,0.6,UN,11.96,BRL-BRL,Consumible,10.03,0 days 00:00:00,8 days 23:55:12,19 days 20:00:00,0.016339869281045753,0.679795751633987,112287.98
WF-BR-0PI-1219-Y1-A-006,GP006557,0.6,UN,30.69,BRL-BRL,Consumible,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.006190476190476191,1.0958650793650793,112287.98
WF-BR-0PI-1219-Y1-A-006,GP006636,0.6,UN,3.9,BRL-BRL,Consumible - Others,10.03,0 days 00:00:00,8 days 23:55:12,48 days 05:38:49.411764706,0.012173202614379085,0.18049019607843136,112287.98
WF-BR-0PI-1219-Y1-A-006,P050005,5.0,UN,25.2,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,45 days 18:40:00,0.09640522875816994,0.730751633986928,112287.98
WF-BR-0PI-1219-Y1-A-006,GP463528,2.0,UN,734.86,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,1 days 22:03:14.594594594,0.06699346405228758,24.229910130718952,112287.98
WF-BR-0PI-1219-Y1-A-006,GP006028,2.0,UN,324.48,BRL-BRL,Rest of cables G8/9,10.03,0 days 00:00:00,8 days 23:55:12,1 days 21:10:35.294117647,0.05634920634920634,8.884571428571428,112287.98
WF-BR-0PI-1219-Y1-A-006,P390351,200.0,UN,29.67,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,71 days 08:43:38.181818182,2.4706790123456788,0.3797685185185185,112287.98
WF-BR-0PI-1219-Y1-A-006,GP308179,1.0,UN,62.54,BRL-BRL,Consumible - Others,10.03,0 days 00:00:00,8 days 23:55:12,201 days 18:00:00,0.03888888888888889,3.8112222222222223,112287.98
WF-BR-0PI-1219-Y1-A-006,GP286300,100.0,UN,26.25,BRL-BRL,Fire extinguishers,10.03,0 days 00:00:00,8 days 23:55:12,14 days 16:17:08.571428571,2.8966666666666665,0.7262888888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,P390054,80.0,UN,6.65,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,49 days 08:34:17.142857143,2.3796296296296298,0.20435185185185187,112287.98
WF-BR-0PI-1219-Y1-A-006,96589,1.0,UN,18.28,BRL-BRL,Paint,10.03,0 days 00:00:00,8 days 23:55:12,38 days 11:08:34.285714285,0.08237547892720307,1.4870498084291188,112287.98
WF-BR-0PI-1219-Y1-A-006,149773,0.5,UN,60.6,BRL-BRL,Consumible - Others,10.03,0 days 00:00:00,8 days 23:55:12,4 days 07:30:00,0.0196078431372549,2.376421568627451,112287.98
WF-BR-0PI-1219-Y1-A-006,GP522765,2.0,UN,4.01,BRL-BRL,Labels / stickers / signaling plates,10.03,0 days 00:00:00,8 days 23:55:12,1 days 22:32:43.636363636,0.05718954248366012,0.10974673202614377,112287.98
WF-BR-0PI-1219-Y1-A-006,GP308178,1.0,UN,66.83,BRL-BRL,Consumible - Others,10.03,0 days 00:00:00,8 days 23:55:12,57 days 15:25:42.857142857,0.03888888888888889,3.3739814814814815,112287.98
WF-BR-0PI-1219-Y1-A-006,109534,2.0,UN,258.83,BRL-BRL,Valves,10.03,0 days 00:00:00,8 days 23:55:12,177 days 06:51:25.714285714,0.05555555555555555,7.266203703703703,112287.98
WF-BR-0PI-1219-Y1-A-006,P390363,1.0,UN,15.88,BRL-BRL,Electrical others,10.03,0 days 00:00:00,8 days 23:55:12,514 days 00:00:00,0.027777777777777776,0.4330555555555555,112287.98
WF-BR-0PI-1219-Y1-A-006,GP023897,1.0,UN,19.61,BRL-BRL,Circuit breakers,10.03,0 days 00:00:00,8 days 23:55:12,256 days 00:00:00,0.027777777777777776,0.54375,112287.98
WF-BR-0PI-1219-Y1-A-006,GP025889,1.0,UN,181.9,BRL-BRL,Hydraulic group - others,10.03,0 days 00:00:00,8 days 23:55:12,164 days 18:00:00,0.03571428571428572,6.8169047619047625,112287.98
WF-BR-0PI-1219-Y1-A-006,P300523,1.0,UN,25.28,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,342 days 00:00:00,0.027777777777777776,0.7504513888888888,112287.98
WF-BR-0PI-1219-Y1-A-006,GP308184,1.0,UN,17.75,BRL-BRL,Other mechanical components,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,0.4930555555555556,112287.98
WF-BR-0PI-1219-Y1-A-006,P422688,1.0,UN,193.84,BRL-BRL,Others Hydraulic,10.03,0 days 00:00:00,8 days 23:55:12,196 days 10:17:08.571428572,0.03125,9.613125,112287.98
WF-BR-0PI-1219-Y1-A-006,GP124309,3.0,UN,128.1,BRL-BRL,Bolts,10.03,0 days 00:00:00,8 days 23:55:12,42 days 22:48:00,0.10740740740740741,9.721370370370371,112287.98
WF-BR-0PI-1219-Y1-A-006,GP002631,4.0,UN,15.24,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,41 days 16:30:00,0.09126984126984126,0.3274404761904762,112287.98
WF-BR-0PI-1219-Y1-A-006,GP043652,4.0,UN,9.32,BRL-BRL,,10.03,0 days 00:00:00,8 days 23:55:12,32 days 00:00:00,0.0915032679738562,0.29803921568627456,112287.98
WF-BR-0PI-1219-Y1-A-006,181921,8.7,UN,415.86,BRL-BRL,Factory Auxiliaries,10.03,53 days 21:49:05.454545455,8 days 23:55:12,10 days 02:33:20,0.1727579365079365,5.631134920634921,112287.98
WF-BR-0PI-1219-Y1-A-006,218150,5.0,UN,503.61,BRL-BRL,Factory Auxiliaries,10.03,175 days 12:00:00,8 days 23:55:12,7 days 10:01:58.032786885,0.09436507936507937,9.603253968253968,112287.98
WF-BR-0PI-1219-Y1-A-006,50029,1.0,UN,73.93,BRL-BRL,Switches,10.03,0 days 00:00:00,8 days 23:55:12,406 days 00:00:00,0.027777777777777776,2.0536111111111115,112287.98
WF-BR-0PI-1219-Y1-A-006,GP305361,2.0,UN,1390.26,BRL-BRL,Electronic modules,10.03,826 days 00:00:00,8 days 23:55:12,42 days 04:05:51.219512195,0.051440329218107,28.433971193415637,112287.98
WF-BR-0PI-1219-Y1-A-006,GP115304,1.0,UN,202.21,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,140 days 20:48:00,0.03632478632478633,9.30991452991453,112287.98
WF-BR-0PI-1219-Y1-A-006,GP326250,1.0,UN,629.07,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,81 days 07:12:00,0.030555555555555558,18.79963888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,181920,0.35,UN,8.05,BRL-BRL,Factory Auxiliaries,10.03,263 days 00:00:00,8 days 23:55:12,40 days 13:50:46.153846154,0.04886904761904762,0.5575992063492063,112287.98
WF-BR-0PI-1219-Y1-A-006,GP004898,2.0,UN,627.75,BRL-BRL,Electronic modules,10.03,0 days 00:00:00,8 days 23:55:12,151 days 18:00:00,0.03333333333333333,13.319555555555556,112287.98
WF-BR-0PI-1219-Y1-A-006,GP202351-002,1.02,KG,853.8199999999999,BRL-BRL,Lubricants / grease,10.03,194 days 00:00:00,8 days 23:55:12,31 days 22:24:00,0.015962962962962967,14.21498148148148,112287.98
WF-BR-0PI-1219-Y1-A-006,P390110,1.0,UN,282.79,BRL-BRL,Measuring instruments (sensors) temperature / pressure / vib,10.03,0 days 00:00:00,8 days 23:55:12,371 days 00:00:00,0.041666666666666664,11.987222222222222,112287.98
WF-BR-0PI-1219-Y1-A-006,GP248884,1.0,UN,143.01,BRL-BRL,Tubes / Rigid tubes,10.03,0 days 00:00:00,8 days 23:55:12,0 days 00:00:00,0.027777777777777776,3.9724999999999997,112287.98
WF-BR-0PI-1219-Y1-A-006,GP000761,1.0,UN,483.25,BRL-BRL,Hoses and flexible t,10.03,0 days 00:00:00,8 days 23:55:12,190 days 12:00:00,0.027777777777777776,13.423703703703703,112287.98
WF-BR-0PI-1219-Y1-A-006,GP037086,1.0,UN,340.08,BRL-BRL,Hydraulic group - others,10.03,0 days 00:00:00,8 days 23:55:12,118 days 15:00:00,0.027777777777777776,9.446543209876543,112287.98
WF-BR-0PI-1219-Y1-A-006,R9E1495P01,1.0,UN,67.81,BRL-BRL,Electrical connectors / terminals / electrics compartments /,10.03,0 days 00:00:00,8 days 23:55:12,389 days 16:00:00,0.027777777777777776,1.826111111111111,112287.98
WF-BR-0PI-1219-Y1-A-006,GP004265,1.0,UN,8.39,BRL-BRL,Relays and solenoids,10.03,0 days 00:00:00,8 days 23:55:12,145 days 16:00:00,0.047619047619047616,0.3953968253968254,112287.98
WF-BR-0PI-1219-Y1-A-006,GP107551,1.0,UN,410.85,BRL-BRL,Functional Assembly,10.03,0 days 00:00:00,8 days 23:55:12,135 days 10:17:08.571428572,0.05555555555555555,21.663333333333334,112287.98
WF-BR-0PI-1219-Y1-A-006,GP136129,1.0,UN,287.72,BRL-BRL,Functional Assembly,10.03,0 days 00:00:00,8 days 23:55:12,119 days 15:00:00,0.0462962962962963,13.320648148148148,112287.98
WF-BR-0PI-1219-Y1-A-006,GP107549,1.0,UN,183.75,BRL-BRL,Functional Assembly,10.03,0 days 00:00:00,8 days 23:55:12,132 days 20:00:00,0.03888888888888889,7.145833333333333,112287.98
WF-BR-0PI-1219-Y1-A-006,GP105722,1.0,UN,265.58,BRL-BRL,Other processed steel G8/9,10.03,0 days 00:00:00,8 days 23:55:12,199 days 06:00:00,0.0462962962962963,12.29537037037037,112287.98
WF-BR-0PI-1219-Y1-A-006,GP119052,3.0,UN,28.25,BRL-BRL,Fuses / reducers / absorbers / condensers,10.03,0 days 00:00:00,8 days 23:55:12,161 days 10:30:00,0.10606060606060606,1.0374747474747474,112287.98
WF-BR-0PI-1219-Y1-A-006,GP091016,4.0,UN,1224.51,BRL-BRL,Fuses / reducers / absorbers / condensers,10.03,48 days 00:00:00,8 days 23:55:12,127 days 09:08:34.285714286,0.11706349206349206,30.904007936507938,112287.98
WF-BR-0PI-1219-Y1-A-006,GP091183,1.0,UN,46.68,BRL-BRL,Fuses / reducers / absorbers / condensers,10.03,0 days 00:00:00,8 days 23:55:12,266 days 15:00:00,0.03125,1.3904513888888888,112287.98
WF-BR-0PI-1219-Y1-A-006,GP011176,1.0,UN,432.05,BRL-BRL,Switches,10.03,0 days 00:00:00,8 days 23:55:12,138 days 18:21:10.588235294,0.03125,13.403368055555555,112287.98
WF-BR-0PI-1219-Y1-A-006,GP023867,2.0,UN,51.69,BRL-BRL,Electrical connectors / terminals / electrics compartments /,10.03,0 days 00:00:00,8 days 23:55:12,127 days 12:00:00,0.3333333333333333,5.100534188034189,112287.98
WF-BR-0PI-1219-Y1-A-006,GP097050,2.0,UN,357.7,BRL-BRL,,10.03,0 days 00:00:00,8 days 23:55:12,1803 days 00:00:00,0.05555555555555555,9.935972222222222,112287.98
WF-BR-0PI-1219-Y1-A-006,GP004897,1.0,UN,836.88,BRL-BRL,Electronic modules,10.03,0 days 00:00:00,8 days 23:55:12,109 days 12:00:00,0.05555555555555555,47.43504629629629,112287.98
WF-BR-0PI-1219-Y1-A-006,GP037088,1.0,UN,231.03,BRL-BRL,Hydraulic group - others,10.03,0 days 00:00:00,8 days 23:55:12,334 days 00:00:00,0.027777777777777776,6.417638888888889,112287.98
WF-BR-0PI-1219-Y1-A-006,GP051944,20.0,L,484.14,BRL-BRL,Oils and hydraulic s,10.03,0 days 00:00:00,8 days 23:55:12,31 days 21:02:27.945205479,6.653847736625514,80.35336419753087,112287.98
